Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Central Europe and the Baltics,CEB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6723.432254,6007.751869,5726.030487,5741.070629,5953.746901,6289.728484,6589.996343,6755.047322,6947.751715,7091.755624,7414.047195,7698.370113,8028.871422,8383.322313,8897.308497,9369.402475,10012.73242,10696.66577,11157.54802,10786.9941,10981.64114,11394.55643,11515.03454,11616.6893,12015.45659,12528.08264,12905.95263,13597.88154,14298.54802,14877.71057,14399.98311,15442.3018,16307.9844,16383.52064
Switzerland,CHE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,39907.26395,42297.96474,43214.51551,44364.46605,45930.29298,46358.45086,47005.68737,47845.62673,48942.13651,51120.43466,53989.16067,55895.35254,57246.12951,58558.19247,59091.08414,54811.34552,54351.75793,55863.55352,56087.04594,57369.14319,59771.44922,60397.27306,59259.16077,59382.70142,60949.93231,62910.65814,63747.33576,64352.55534,65975.10651,68278.06206,70063.85169,68559.93818,67778.54749,67079.46439,67391.84433,67264.91129,67284.10913,68640.07445,70510.02547,71341.34285,73749.9388,74439.4636,73824.38488,73254.95291,74718.68361,76282.98396,78893.80774,81254.17005,82481.06804,79585.52159,81315.42286,81874.33619,81964.88642,82479.92154,83394.37114,83806.4476,84611.09985,84967.58855,86756.60213,87123.66044,84637.01323,88520.322,90057.03594,89942.53755
Channel Islands,CHI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3288.607468,3389.615214,3454.392824,3584.377554,3605.62505,3571.140673,3900.117547,3969.815075,4040.819934,4128.269325,4133.493945,4448.733834,4333.315569,4050.673495,4081.866415,3499.085565,3577.595233,3891.834921,4128.367033,4409.947663,4693.440823,4927.622092,4321.822545,4047.017389,4153.70285,4257.652248,4419.177179,4631.297625,4892.34718,5291.717691,5380.317901,5706.52341,6242.329966,6550.913548,6777.65316,7277.561894,7666.984784,8125.955528,8359.874902,8238.300952,8549.079073,8720.910135,8902.837975,9226.150453,9744.322439,10212.7825,10725.05476,11169.28678,11477.09009,11232.82312,11770.75658,12380.0153,13014.58249,13316.0523,13418.97577,13567.35722,13642.01809,13612.92425,13904.11534,13743.89304,12725.21234,14027.30688,14235.36163,14247.71335
China,CHN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,238.217052,175.0236815,163.9070438,176.4004558,203.6878342,232.6072068,250.3049027,229.8762741,214.770066,244.3639643,283.5853563,295.380171,299.1908882,315.1296635,315.816664,337.344119,326.9494605,346.939156,381.0993295,404.5966325,430.8554098,447.1197864,480.3113224,524.4093632,596.2011091,667.1285419,716.10534,786.8648816,861.1934866,883.7641552,905.0324572,975.4629156,1100.646116,1239.129373,1384.930157,1520.029469,1653.433789,1787.766977,1909.622328,2038.206474,2193.896866,2359.572385,2557.891612,2797.176659,3061.833173,3390.716159,3800.765796,4319.031398,4711.643449,5128.904128,5647.068727,6152.696873,6591.662494,7056.423092,7532.785301,8016.445595,8516.528742,9053.228725,9619.209475,10155.51088,10358.17,11223.25535,11560.24212,12174.00411
Cote d'Ivoire,CIV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1481.059037,1569.071907,1528.756117,1683.67477,1904.651304,1774.971768,1904.869489,1916.359714,2074.223614,2183.437038,2312.31496,2423.977899,2416.345165,2446.378372,2438.619784,2522.380299,2733.056902,2824.911534,3017.175246,2975.231389,2551.129467,2543.099885,2455.228296,2274.584258,2135.082429,2154.455502,2150.150318,2071.504999,2023.013898,2006.389889,1909.82806,1839.752436,1768.202554,1701.433,1654.859288,1711.110949,1779.74207,1884.721989,1900.213381,1865.123051,1809.920801,1725.155942,1636.446951,1521.884842,1534.076717,1514.620558,1523.233058,1507.089596,1545.880093,1568.021136,1640.315034,1520.342303,1602.910924,1739.155195,1858.615353,1941.581898,2027.833976,2122.502619,2168.913442,2256.837956,2216.327253,2315.321927,2399.699938,2493.45561
Cameroon,CMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,943.2784617,939.2569495,948.9412673,962.0242898,973.0751165,969.43166,989.9027664,860.4080417,892.2973755,912.3519075,916.2852853,923.1947559,922.5286688,945.6586059,1018.639517,1102.132116,1014.067863,1123.991058,1334.261351,1375.294591,1304.507919,1473.871237,1546.476839,1618.030533,1689.97697,1771.165361,1833.420286,1738.83547,1554.282382,1480.644511,1348.73035,1259.117263,1184.787089,1059.520363,1048.987213,1049.706663,1064.646045,1083.64161,1105.245204,1124.900477,1137.624527,1156.050391,1175.871674,1206.610512,1256.69365,1250.058883,1262.871906,1281.392485,1281.019837,1277.181619,1277.265693,1283.567041,1305.668033,1332.860004,1366.966595,1399.675336,1420.029872,1429.234685,1445.267771,1454.564069,1419.328208,1428.562585,1441.794905,1461.019604
"Congo, Dem. Rep.",COD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1254.73391,1090.264294,1287.498048,1319.207381,1253.041481,1231.255472,1277.786267,1228.86476,1244.991825,1322.189479,1281.733322,1321.887516,1289.007035,1356.871535,1362.290114,1260.493985,1163.183696,1142.972128,1049.060683,1017.473617,1008.430457,1003.975416,972.4142757,959.420303,982.9410262,958.0354536,973.9746204,969.8482554,944.4568293,903.6928172,817.0809692,723.9866412,628.7398881,526.8928836,482.7889093,466.2457574,452.7630576,420.6241395,404.1154831,375.9505248,339.9694493,322.9300371,322.440052,330.5489872,342.4599974,352.3212298,359.4280717,369.8407542,380.4949105,379.054881,393.0274509,406.2010287,420.6293655,441.0129783,466.4249468,482.0645686,476.8149047,477.8478912,489.3823746,494.8192478,487.4331332,501.2390885,528.7888345,555.7990987
"Congo, Rep.",COG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1194.03016,1260.618015,1291.722903,1206.853291,1219.126371,1229.25229,1211.14628,1201.757501,1256.300726,1311.697174,1353.866849,1415.102873,1490.362391,1563.768878,1635.61095,1713.64618,1687.311079,1499.536046,1557.452987,1671.065565,1921.683883,2210.393459,2673.266334,2771.452471,2890.903087,2772.396972,2506.450522,2438.005238,2409.847821,2402.307052,2358.9363,2349.222248,2345.289352,2256.774966,2072.839197,2098.000777,2130.30753,2073.964082,2105.969976,1997.527501,2068.383913,2067.814193,2112.53402,2071.572067,2071.983439,2153.760967,2240.083532,2016.309539,2073.613791,2223.776233,2345.111407,2320.333456,2481.294666,2405.033484,2504.292626,2455.340858,2189.162723,2017.853956,1924.718802,1901.055993,1740.827342,1718.23081,1704.267484,1697.961219
Colombia,COL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1951.042876,1987.653169,2031.345597,2034.758874,2095.847398,2107.61036,2154.830646,2182.152862,2250.141151,2326.604567,2410.399192,2494.397964,2625.276719,2739.440334,2833.389747,2836.551499,2907.408189,2962.537722,3141.531443,3236.008173,3291.47155,3289.777232,3245.941674,3222.121255,3255.018185,3283.229427,3400.941212,3508.248056,3574.478716,3619.350694,3695.805803,3693.730557,3767.677276,3893.074501,4039.993961,4170.457695,4179.2262,4246.156655,4196.920349,3953.729994,4003.985169,4007.528049,4045.306746,4142.007702,4301.035042,4447.566817,4685.054585,4939.117956,5042.061145,5042.144958,5209.73247,5511.099852,5667.49875,5899.767919,6107.083019,6228.651621,6291.079697,6280.89105,6320.990747,6404.108765,5857.172556,6416.00841,6836.228737,6850.196346
Comoros,COM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,1207.723094,1218.556047,1262.472553,1289.586908,1307.612922,1301.872847,1290.399787,1275.781802,1274.165024,1199.790327,1227.13859,1131.638168,1199.132183,1207.644984,1119.373676,1135.134903,1096.607185,1116.530619,1106.9033,1105.736689,1202.131384,1205.509183,1208.589929,1210.028526,1209.863115,1219.991234,1227.482898,1212.751726,1235.65282,1249.839405,1270.302656,1295.204392,1307.973032,1337.397727,1336.489703,1322.936776,1337.52787,1360.431187,1383.377873,1381.62224,1352.955493,1355.538813,1362.778022,1374.455056
Cabo Verde,CPV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,592.8809476,634.1924725,642.7462012,694.0461446,710.6374143,762.0540873,773.923765,796.9779499,833.973749,869.3912333,860.0096632,852.9975307,923.4374503,978.7357245,1137.714169,1268.678011,1380.333562,1499.44645,1650.497394,1797.295731,2015.381364,2026.279155,2099.900151,2156.347923,2344.518781,2474.824855,2639.962717,3005.229408,3181.450818,3101.393841,3124.57209,3208.367126,3204.601883,3188.569677,3174.705317,3169.078901,3267.879015,3376.938283,3463.812819,3667.057365,2876.153428,3050.775627,3551.248242,3699.596307
Costa Rica,CRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3558.990682,3496.44617,3557.056842,3671.507537,3678.189716,3850.155204,3989.343685,4087.659094,4307.105278,4418.765967,4623.012974,4807.399936,5067.419828,5320.131888,5473.297979,5446.368574,5599.212268,5938.648367,6143.638947,6274.057937,6150.928664,5849.412065,5275.599007,5278.167162,5545.90621,5434.231851,5581.256117,5693.737749,5738.336733,5910.770148,5967.190942,5949.49634,6335.51657,6618.921108,6751.919255,6867.637672,6801.655421,7014.530061,7355.153636,7507.965381,7646.027372,7768.438955,7898.633138,8109.824897,8340.829852,8545.747274,9041.386796,9647.860895,9966.04844,9746.490696,10137.58217,10453.52257,10832.75676,10975.69637,11240.71159,11529.95517,11893.32325,12267.16204,12470.95742,12662.42285,12030.04859,12906.99704,13424.4647,14025.85645
Caribbean small states,CSS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4278.29172,4487.161769,4679.634475,4606.642246,4895.011853,5304.31748,5646.728649,6028.749596,6307.414967,6652.878384,6613.729962,6700.998998,6549.503081,6690.163204,6240.317476,5985.604393,6229.723494,6529.743985,6944.911232,7567.079268,7720.505186,7530.826131,7399.516319,7377.783376,7778.808745,8015.274593,8233.160833,8364.123422,8653.340045,9017.548817,8907.266009,8772.37196,8652.437953,8654.827982,8860.505135,9016.847921,9279.503885,9490.29698,9725.203733,10005.14767,10270.3088,10305.72345,10430.63231,10527.41802,10733.61018,10999.83732,11402.86662,11690.71232,11666.03756,11279.14047,11312.96342,11435.4957,11618.4236,11534.59084,11643.15114,11629.12077,11593.1843,11726.77913,11902.25794,11898.66452,10749.76716,11787.7206,14352.34542,16071.75292
Cuba,CUB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,2606.719691,2781.532091,2870.130187,2927.63302,2920.279435,3163.012111,3304.635029,3565.828364,3778.591349,3802.231952,3605.158775,4297.668925,4652.452846,4867.028388,5210.72507,5250.365688,5210.989218,5040.784682,5178.171072,5162.995234,4963.847383,4397.025412,3862.609594,3270.57974,3280.027183,3348.476634,3598.989781,3687.35993,3681.30245,3896.298094,4113.490275,4231.803662,4280.216733,4430.984539,4675.788772,5189.928604,5808.640735,6225.354518,6477.777944,6567.960155,6720.649915,6903.911705,7105.404329,7292.708134,7362.311259,7683.740254,7721.70357,7865.338609,8047.941031,8043.014197,7172.517928,7291.037772,7449.68288,
Curacao,CUW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21523.6459,22171.06555,22231.87931,21840.89132,21512.1116,21112.32192,20913.66304,21011.15706,21202.43051,20952.89985,20706.43746,20518.09861,20277.51119,19921.47706,19529.52867,19361.813,18953.05374,18651.47981,18355.17671,17980.52982,14974.32567,15867.24575,17391.61578,
Cayman Islands,CYM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96176.3019,96280.24834,93166.31677,84026.97277,79519.84377,78393.73628,77448.50983,76617.54337,76872.58092,77295.84566,78077.43365,78883.28208,80597.70864,82170.59303,76733.55605,79522.61081,82929.3038,
Cyprus,CYP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,6173.289551,7484.796875,8708.410156,9350.946289,10197.61426,10667.78906,10756.20703,11269.7627,11801.1377,12669.43652,13127.4668,13458.46289,14253.49121,15322.61523,16306.25195,17144.38867,16829.83398,17928.45703,17623.20117,18280.93555,19453.75586,19385.20313,19617.09375,20562.19531,21349.64453,22383.85742,23019.13867,23604.07031,23930.66016,24799.53711,25631.25586,26395.40039,27156.67188,27449.03125,26183.45117,26090.03711,25538.77148,24285.48633,22738.48047,22581.81641,23487.21875,24916.61914,26101.28516,27241.06445,28362.08398,27076.74023,29484.40039,30556.71875,30768.91992
Czechia,CZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11626.62587,10300.89916,10238.24768,10233.94219,10527.87569,11219.15007,11711.31541,11663.17382,11632.6029,11805.67184,12312.49777,12734.92203,12959.81748,13428.09962,14070.28046,14978.41319,15948.74529,16739.17872,17046.88503,16160.62056,16505.9537,16761.82731,16606.99254,16593.86423,16951.37912,17829.69832,18247.01173,19139.23988,19689.5827,20206.42564,19048.08685,20085.51607,20237.29455,19800.27922
Germany,DEU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12489.35926,12926.30903,13405.54069,13645.29688,14434.5844,15062.49612,15357.37786,15236.83551,16029.13406,17082.19416,17894.29669,18421.04218,19121.49789,19972.02541,20141.93948,20041.94799,21124.2557,21880.80763,22558.71479,23484.59919,23766.10765,23855.52586,23783.94549,24221.34037,24991.33368,25630.333,26204.58958,26531.22971,27407.52007,28256.10622,29485.70997,30766.92896,31121.07057,30615.14021,31238.87906,31628.15981,31790.86686,32313.29707,32959.07357,33559.39937,34490.07577,35011.06846,34883.05807,34619.66407,35034.08061,35310.47047,36699.44678,37842.35779,38278.31301,36190.39289,37760.91363,39977.34171,40069.35396,40135.01583,40851.16173,41103.25644,41682.03224,42639.55441,42928.74124,43292.68389,41601.97316,42900.02252,43361.17712,42878.81184
Djibouti,DJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2167.202457,2279.577595,2409.311902,2538.054019,2632.913333,2714.351648,2820.062866,2814.826221,2901.137113,2968.251546,3122.94931
Dominica,DMA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,2931.490961,3225.323513,2622.683244,2965.124717,3288.300592,3438.457933,3543.775619,3709.588351,3780.165789,4069.204772,4350.737196,4718.204403,4737.586,5029.776161,5122.632939,5228.785843,5337.399547,5337.002354,5498.52118,5672.075182,5803.177313,6034.694409,6077.21916,6251.471177,6265.171953,6078.271721,6447.431432,6631.333141,6665.105971,6968.763248,7407.930636,7934.646075,7841.273188,7897.690327,7881.525202,7781.532762,7711.446038,8013.753085,7724.042411,7929.805284,7370.433117,7586.646141,7936.304818,6566.427357,6978.470497,7335.194758,7648.983291
Denmark,DNK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18107.37593,19128.40442,20055.64368,20025.03675,21707.16372,22519.81152,22952.0113,24031.12741,25211.62955,26704.63324,26927.95904,27545.06692,28464.13978,29450.59708,28984.77922,28480.35548,30091.97283,30559.45588,31142.92458,32268.5203,32073.64132,31869.04223,33067.56981,33949.33142,35382.23459,36783.94104,38536.32288,38585.40285,38561.41192,38786.93095,39295.24344,39739.60985,40383.55878,40253.5399,42257.09833,43310.25009,44314.7905,45570.07982,46412.03897,47622.43908,49241.928,49469.68881,49541.85555,49599.99696,50792.00095,51835.83271,53687.44155,53935.87025,53345.35762,50457.23249,51173.46616,51644.46351,51567.04015,51831.79793,52404.76397,53254.85637,54556.06895,55735.7649,56563.48847,57203.02779,55653.58745,59205.64669,60345.55732,61031.81371
Dominican Republic,DOM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1373.829335,1298.582066,1471.284964,1517.556075,1569.906515,1332.614878,1467.136769,1471.009498,1432.017948,1543.450938,1774.658732,1914.561766,2057.665592,2262.498527,2336.920616,2396.724815,2495.015886,2555.963299,2548.745002,2602.475377,2746.427828,2800.979195,2787.120073,2853.377511,2827.091255,2708.579694,2745.568698,2960.829854,2962.045338,3027.78543,2802.821479,2771.209532,3020.35945,3179.131459,3199.35919,3318.60509,3454.408698,3697.763655,3883.133466,4050.581525,4175.171024,4214.573761,4340.899936,4222.590337,4272.075232,4612.808749,4971.238166,5272.864112,5373.096253,5353.598222,5724.307291,5827.383253,5909.863376,6120.991164,6472.849086,6838.936746,7209.990202,7461.653269,7894.955192,8205.142592,7571.78282,8410.605843,8732.080739,8856.068663
Algeria,DZA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2394.837448,2032.565159,1607.554288,2124.677213,2210.036534,2308.886774,2157.495111,2309.492514,2501.826859,2652.479808,2823.742981,2447.984184,3048.143988,3090.17514,3241.302964,3281.180736,3389.151596,3435.440437,3645.945942,3803.328191,3716.305888,3706.742421,3816.044213,3889.47726,3970.704379,3980.066517,3865.075577,3723.536134,3586.412283,3646.960928,3585.585203,3459.079738,3440.459383,3293.588393,3195.870451,3254.292144,3328.505366,3309.018787,3425.639263,3486.165743,3568.250314,3625.074579,3769.636743,3960.661482,4081.053662,4243.153896,4303.733578,4365.501344,4398.818288,4372.371178,4497.861365,4545.677998,4565.200327,4592.67657,4687.288575,4741.49977,4829.185829,4806.631255,4782.034707,4737.129774,4422.979472,4515.573999,4602.575608,4717.399329
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,322.2002146,279.4029965,273.9853153,284.3447854,307.4579391,332.4168152,349.423156,335.7279589,332.9138392,360.9630141,398.578153,414.313169,424.0414041,448.5409897,455.9595161,477.9324032,483.0516306,510.6087929,548.7598118,577.9080368,611.7760757,635.8626379,665.2325476,704.7094934,762.6500728,809.8178053,853.171331,915.4515081,987.3952651,1026.945879,1062.596443,1130.23061,1238.818847,1359.681153,1488.36009,1614.448552,1738.948863,1843.968864,1875.404432,1973.714112,2103.596703,2229.440314,2387.822402,2579.427537,2791.785406,3045.672892,3356.660399,3747.207486,4039.726243,4330.446524,4725.896489,5095.330392,5435.016779,5783.142864,6137.796164,6499.96372,6874.964227,7280.603162,7705.282654,8104.873319,8167.212903,8758.225662,9033.870387,9471.476657
Early-demographic dividend,EAR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1047.76829,1070.6452,1085.867009,1114.984481,1177.890899,1219.6849,1241.993193,1280.490298,1339.470484,1394.708509,1473.794901,1522.604162,1592.915113,1666.866388,1739.453314,1740.015006,1822.444053,1852.421275,1836.151125,1868.013427,1884.393809,1903.080713,1854.214093,1811.729285,1804.638662,1778.127462,1778.82228,1782.485482,1802.780879,1801.988702,1854.635585,1899.435436,1933.691251,1958.634448,1985.702863,1994.587386,2066.698701,2123.203998,2133.820584,2137.820789,2191.169465,2173.20547,2173.024081,2250.00501,2348.407421,2445.358824,2551.190516,2653.392092,2702.729253,2678.890168,2809.839306,2903.574682,2981.412024,3058.813094,3140.735482,3234.225944,3331.742758,3440.646367,3527.048555,3566.648877,3370.595297,3588.257975,3748.875766,3856.959753
East Asia & Pacific,EAS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1142.11423,1183.819205,1231.374336,1295.43637,1397.395474,1460.468139,1546.326394,1620.552346,1728.726028,1878.503976,1902.286958,1950.868591,2042.006601,2150.119029,2127.0781,2162.880422,2216.015516,2295.036833,2390.825218,2493.072158,2549.22863,2628.2941,2693.216013,2767.973371,2894.980568,3014.452021,3114.002453,3256.084717,3447.754282,3569.824266,3694.838861,3818.847187,3928.010493,4040.757798,4199.297759,4383.993456,4575.826655,4706.888553,4676.537387,4802.750118,5014.575652,5133.933605,5313.81432,5532.540976,5812.782044,6109.896094,6456.11481,6887.673378,7137.719386,7269.63781,7769.615971,8135.864886,8489.72239,8865.874239,9218.642381,9586.056625,9962.277147,10391.88364,10820.18959,11189.08587,11125.26593,11786.0728,12100.72526,12567.73839
